	BQYCK1	BQYCK2	BQYCK3	BQYCK4	BQYCK5	BQYCK6	BQYCK7	BQYCK8	BQYCK9	BQYNPK1	BQYNPK2	BQYNPK3	BQYNPK4	BQYNPK5	BQYNPK6	BQYNPK7	BQYNPK8	BQYNPK9	BQYNPKM1	BQYNPKM2	BQYNPKM3	BQYNPKM4	BQYNPKM5	BQYNPKM6	BQYNPKM7	BQYNPKM8	BQYNPKM9	BYCCK1	BYCCK2	BYCCK3	BYCCK4	BYCCK5	BYCCK6	BYCCK7	BYCCK8	BYCCK9	BYCNPK1	BYCNPK2	BYCNPK3	BYCNPK4	BYCNPK5	BYCNPK6	BYCNPK7	BYCNPK8	BYCNPK9	BYCNPKM1	BYCNPKM2	BYCNPKM3	BYCNPKM4	BYCNPKM5	BYCNPKM6	BYCNPKM7	BYCNPKM8	BYCNPKM9	BYYCK1	BYYCK2	BYYCK3	BYYCK4	BYYCK5	BYYCK6	BYYCK7	BYYCK8	BYYCK9	BYYNPK1	BYYNPK2	BYYNPK3	BYYNPK4	BYYNPK5	BYYNPK6	BYYNPK7	BYYNPK8	BYYNPK9	BYYNPKM1	BYYNPKM2	BYYNPKM3	BYYNPKM4	BYYNPKM5	BYYNPKM6	BYYNPKM7	BYYNPKM8	BYYNPKM9	BCCCK1	BCCCK2	BCCCK3	BCCNPK1	BCCNPK2	BCCNPK3	BCCNPKM1	BCCNPKM2	BCCNPKM3	BJX20CK1	BJX20CK2	BJX20CK3	BJX20CK4	BJX20CK5	BJX20CK6	BJX20CK7	BJX20CK8	BJX20CK9	BJX20NPK1	BJX20NPK2	BJX20NPK3	BJX20NPK4	BJX20NPK5	BJX20NPK6	BJX20NPK7	BJX20NPK8	BJX20NPK9	BJX20NPKM1	BJX20NPKM2	BJX20NPKM3	BJX20NPKM4	BJX20NPKM5	BJX20NPKM6	BJX20NPKM7	BJX20NPKM8	BJX20NPKM9	BHL20CK1	BHL20CK2	BHL20CK3	BHL20NPK1	BHL20NPK2	BHL20NPK3	BHL20NPKM1	BHL20NPKM2	BHL20NPKM3	RQYCK1	RQYCK2	RQYCK3	RQYCK4	RQYCK5	RQYCK6	RQYCK7	RQYCK8	RQYCK9	RQYNPK1	RQYNPK2	RQYNPK3	RQYNPK4	RQYNPK5	RQYNPK6	RQYNPK7	RQYNPK8	RQYNPK9	RQYNPKM1	RQYNPKM2	RQYNPKM3	RQYNPKM4	RQYNPKM5	RQYNPKM6	RQYNPKM7	RQYNPKM8	RQYNPKM9	RYCCK1	RYCCK2	RYCCK3	RYCCK4	RYCCK5	RYCCK6	RYCCK7	RYCCK8	RYCCK9	RYCNPK1	RYCNPK2	RYCNPK3	RYCNPK4	RYCNPK5	RYCNPK6	RYCNPK7	RYCNPK8	RYCNPK9	RYCNPKM1	RYCNPKM2	RYCNPKM3	RYCNPKM4	RYCNPKM5	RYCNPKM6	RYCNPKM7	RYCNPKM8	RYCNPKM9	RYYCK2	RYYCK3	RYYCK4	RYYCK5	RYYCK6	RYYCK7	RYYCK8	RYYCK9	RYYNPK1	RYYNPK2	RYYNPK3	RYYNPK4	RYYNPK5	RYYNPK6	RYYNPK7	RYYNPK8	RYYNPK9	RYYNPKM1	RYYNPKM2	RYYNPKM3	RYYNPKM4	RYYNPKM5	RYYNPKM6	RYYNPKM7	RYYNPKM8	RYYNPKM9	RCCSCK1	RCCSCK2	RCCSCK3	RCCSNPK1	RCCSNPK2	RCCSNPK3	RCCSNPKM1	RCCSNPKM2	RCCSNPKM3	RCCLCK1	RCCLCK2	RCCLCK3	RCCLNPK1	RCCLNPK2	RCCLNPK3	RCCLNPKM1	RCCLNPKM2	RCCLNPKM3	RJX20CK1	RJX20CK2	RJX20CK3	RJX20CK4	RJX20CK5	RJX20CK6	RJX20CK7	RJX20CK8	RJX20CK9	RJX20NPK1	RJX20NPK2	RJX20NPK3	RJX20NPK4	RJX20NPK5	RJX20NPK6	RJX20NPK7	RJX20NPK8	RJX20NPK9	RJX20NPKM1	RJX20NPKM2	RJX20NPKM3	RJX20NPKM4	RJX20NPKM5	RJX20NPKM8	RJX20NPKM9	RHL20SCK1	RHL20SCK2	RHL20SCK3	RHL20SNPK1	RHL20SNPK2	RHL20SNPK3	RHL20SNPKM1	RHL20SNPKM2	RHL20SNPKM3	RHL20LCK1	RHL20LCK2	RHL20LCK3	RHL20LNPK1	RHL20LNPK2	RHL20LNPK3	RHL20LNPKM1	RHL20LNPKM2	RHL20LNPKM3
OTU_1264	23	8	18	13	15	20	16	15	11	56	63	61	22	50	47	48	63	24	19	25	18	11	24	28	31	25	32	1	2	4	1	3	2	9	4	7	3	2	1	0	1	1	0	2	6	6	8	5	1	4	7	4	5	3	3	0	0	1	1	0	0	5	4	2	0	2	0	2	2	1	0	4	4	0	3	3	1	3	3	3	1	16	10	15	15	11	21	9	16	10	8	7	7	10	6	10	11	8	9	11	13	11	12	7	15	7	16	19	35	31	21	43	39	39	28	23	34	36	47	40	34	48	34	25	33	22	28	19	18	7	16	14	13	19	23	48	36	42	26	14	29	26	11	17	7	15	9	25	8	8	9	15	23	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	6	8	9	7	13	7	14	6	3	10	7	5	9	9	5	15	9	8	6	2	16	4	3	6	8	4	2	9	6	4	7	1	6	5	7	5	13	14	15	8	14	17	16	22	29	24	30	20	12	24	29	35	30	39	33	16	26	10	16	9	30
OTU_12643	0	0	0	1	1	3	0	0	0	15	25	14	17	32	27	20	24	21	0	1	2	0	0	0	0	2	0	0	1	0	1	1	1	2	3	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	2	2	1	1	6	1	6	1	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	2	6	19	12	12	20	15	13	24	25	0	2	2	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3	2	2	2	3	0	0	2	2	1	8	4	3	8	7	7	4	1	4	0	0	0	2	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	2	0	0
OTU_12644	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	9	13	6	4	11	5	2	4	9	12	15	12	6	7	6	9	6	7	1	0	0	0	2	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	11	6	14	2	3	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	0	4	16	13	19	20	13	10	15	12	36	23	21	14	25	20	25	14	5	0	1	2	1	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	3	1	2	1	1
OTU_1265	4	1	1	1	2	6	1	1	2	16	11	8	9	8	6	6	5	3	2	1	2	3	2	1	7	1	2	9	11	10	9	10	4	1	6	4	14	7	8	15	15	10	12	9	10	6	5	8	4	3	3	4	8	4	6	19	14	10	14	13	10	5	15	19	18	35	18	16	20	34	22	25	34	16	19	7	13	17	10	17	14	1	1	1	1	1	2	0	0	0	5	4	2	7	3	3	2	5	1	2	6	10	12	5	3	8	4	8	4	5	5	6	7	1	0	4	3	0	1	1	0	2	1	0	1	0	3	4	5	1	2	2	1	0	5	5	6	5	2	4	4	2	2	1	4	0	0	0	0	3	3	3	2	12	6	2	8	9	4	6	7	4	1	6	3	2	3	3	3	14	7	2	2	6	4	5	1	1	3	5	0	4	0	1	0	3	3	5	3	1	2	3	1	6	5	1	1	9	3	0	4	6	5	3	2	1	0	1	1	0	1	1	2	2	1	3	1	0	0	2	3	1	1	1	8	10	5	8	6	7	11	24	10	9	7	10	14	14	8	6	12	14	1	8	5	15	12	7	3	0	1	0	0	1	4	0	2	1	1	2	0	3	1	0	4	2	1
OTU_1266	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	2	24	15	22	17	23	10	9	7	10	21	9	13	14	9	6	8	10	9	22	16	13	8	8	8	2	3	1	2	1	2	6	0	4	1	0	1	3	3	0	1	2	0	1	0	0	5	2	1	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	14	6	5	9	3	3	5	3	1	1	3	3	4	0	3	1	2	1	8	2	3	1	3	0	1	1	1	0	1	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12662	7	7	6	5	6	4	5	18	7	1	1	2	1	1	1	0	1	2	95	85	67	78	85	85	112	101	121	1	2	3	3	1	8	11	7	4	3	3	4	2	5	1	3	2	4	9	11	6	1	3	6	4	1	3	3	1	5	7	4	1	2	5	3	7	1	2	0	1	2	1	4	3	3	5	4	4	3	1	4	0	1	3	1	3	0	1	0	1	2	0	3	3	3	3	3	3	1	1	2	0	1	3	0	0	0	0	0	3	80	42	44	71	65	64	33	48	55	1	2	1	2	5	3	5	3	2	3	2	1	3	2	4	3	16	2	1	2	2	0	2	3	0	1	2	61	55	67	77	46	53	70	72	87	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1	0	0	4	0	3	3	0	0	2	1	0	1	0	2	0	0	0	2	0	0	3	0	4	0	1	0	0	0	1	0	0	0	34	19	22	33	47	32	30	6	2	1	3	0	3	0	1	1	2	2	1	1	4	2	0	2	2
OTU_1267	0	2	0	2	1	4	0	5	0	0	0	0	0	0	0	0	1	0	3	3	2	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	2	1	0	0	0	3	0	1	2	0	0	1	1	1	1	0	1	2	0	0	0	0	1	1	0	1	2	3	1	1	1	1	1	1	2	0	0	1	0	1	17	14	11	4	10	10	7	3	11	1	1	0	0	1	1	4	6	5	0	0	0	0	0	0	0	0	1	7	2	0	5	4	7	11	7	9	3	0	2	2	0	0	2	0	3	2	2	2	0	2	1	0	7	1	0	0	0	0	0	0	0	0	0	1	4	3	0	0	6	4	3	1	0	2	0	0	0	0	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	0	11	20	17	7	12	9	4	7	6	3	10	4	4	2	3	11	3	3	2	1	1	2	0	0	4	1	7	0	0	0	0	0	0	0	0	0	1	7	3	11	11	4	6	0	1	0	0	2	0	3	1	2	0	3	2	2	4	3	4	3	2
OTU_12677	10	7	7	8	7	1	2	7	7	0	0	0	0	0	0	0	0	0	3	0	0	1	1	3	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	3	2	0	3	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	5	4	3	6	2	4	4	5	6	1	1	0	0	6	2	5	7	0	3	5	1	0	2	1	1	0	0	0	0	2	1	1	1	1	5	1	3	6	6	5	1	2	7	0	0	0	0	0	0	0	1	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	5	0	0	2	0	0	4	1	1	0	0	0	0	1	0	2	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1
OTU_12679	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	5	0	0	4	4	0	6	9	6	12	9	17	3	7	7	5	6	4	6	4	11	6	14	2	1	0	0	1	0	1	0	0	1	4	5	2	5	5	8	4	12	12	0	0	2	1	5	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	2	5	1	0	0	1	4	4	3	4	8	8	9	5	4	6	9	0	3	3	5	2	3	5	0	0	0	0	0	0	0	0	1	3	2	0	2	1	4	2	0	2	0	7	2	3	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0
OTU_1268	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	2	3	3	1	3	5	3	1	2	7	13	7	3	5	5	7	16	4	10	5	9	15	11	8	12	20	16	4	2	8	1	7	7	3	5	1	10	8	8	6	6	9	5	5	8	6	10	8	14	10	9	9	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	2	1	3	2	5	2	5	3	3	1	1	7	4	6	3	4	10	10	5	8	3	8	4	10	1	1	1	2	0	0	0	0	2	0	1	3	0	5	0	1	1	5	1	5	3	0	2	8	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12681	14	5	5	11	11	5	9	8	13	1	0	1	0	1	0	4	3	1	16	13	9	10	2	10	5	8	6	3	0	1	1	1	1	2	4	3	3	1	0	3	4	0	3	2	0	6	3	8	4	2	0	3	4	1	0	2	2	2	3	4	0	6	5	2	0	11	0	1	1	2	1	1	3	4	4	3	5	2	4	2	2	6	6	4	2	1	1	0	2	2	1	0	2	1	1	1	4	3	1	0	0	0	0	1	0	1	0	0	4	2	7	7	8	5	3	5	5	3	1	2	2	3	5	4	2	2	6	11	14	15	7	6	8	5	6	1	1	0	1	0	0	0	0	0	4	13	7	9	3	11	4	7	3	0	0	1	5	2	0	0	1	4	4	1	1	2	2	0	1	2	2	2	0	2	3	4	0	2	3	3	1	4	1	0	1	1	1	0	4	2	3	4	0	1	0	0	0	0	7	3	4	2	0	2	1	1	4	4	2	0	1	0	2	0	2	2	6	6	2	2	1	0	1	1	3	3	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	4	3	4	2	7	10	2	3	0	1	3	1	0	1	0	0	0	4	1	0	3	0	0	1
OTU_12688	27	8	57	33	30	29	16	11	51	4	1	1	1	0	0	0	4	1	0	0	0	1	3	0	0	1	0	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	2	0	2	3	6	1	1	1	1	3	5	3	2	3	3	6	6	10	8	10	9	15	2	0	2	2	4	1	5	5	6	4	6	5	3	1	0	4	5	0	1	0	0	0	0	1	0	0	15	43	56	31	29	38	13	38	27	46	63	47	27	18	12	78	21	25	9	7	16	7	6	7	13	3	6	2	2	2	3	1	1	0	2	3	30	12	13	28	11	24	20	8	33	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	4	5	9	13	8	8	7	4	7	14	10	9	3	4	7	23	4	9	2	1	3	3	0	0	0	0	0	1	2	1	0	0	1	0	1	0	1	0	0	0	1	0	0
OTU_1269	2	1	0	0	0	0	0	0	2	0	1	1	0	1	0	1	1	1	2	1	0	1	2	0	0	3	0	9	31	28	25	24	26	22	25	32	26	23	19	19	28	19	24	17	16	25	17	18	30	21	20	18	22	20	22	17	15	11	31	8	20	17	18	9	13	10	9	11	9	14	10	14	11	17	11	14	21	9	13	18	15	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	46	20	40	28	21	37	42	34	25	15	14	13	16	20	21	20	6	20	12	15	10	15	18	9	25	43	5	10	4	6	11	3	9	13	39	7	15	16	2	5	19	12	5	7	13	16	19	8	18	15	14	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12692	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	4	3	3	6	4	1	3	1	1	2	2	0	0	3	2	6	3	2	1	3	0	2	1	1	0	7	6	3	8	5	9	7	11	12	3	7	4	8	5	4	9	8	10	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	2	2	0	3	2	2	0	3	1	1	3	0	0	2	2	4	1	8	0	4	0	0	0	1	1	2	3	4	5	0	3	1	6	3	7	1	5	1	4	6	3	6	5	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_127	5	5	4	3	5	3	18	6	9	393	299	400	330	290	319	204	414	373	9	4	8	11	3	2	10	2	7	10	9	7	4	9	12	18	16	10	4	7	9	6	11	2	5	5	14	17	15	5	11	6	7	5	7	4	0	5	6	1	5	2	11	2	6	4	2	2	2	0	7	1	3	0	5	6	8	9	1	2	1	1	4	3	4	2	2	1	1	1	3	0	43	77	133	75	88	68	54	35	48	115	195	375	299	198	374	298	330	406	16	6	8	11	15	6	3	5	5	6	5	5	11	4	4	5	4	3	10	4	1	5	3	3	11	2	4	172	154	160	233	111	190	172	217	177	4	2	2	4	4	1	4	3	4	5	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	4	1	0	0	0	1	2	61	113	139	156	139	85	74	77	63	183	201	313	307	329	262	339	228	297	21	12	9	12	13	10	18	14	18	12	13	14	13	4	4	7	8	11	4	6	4	5	8	4	4
OTU_1270	1	0	1	1	0	1	1	0	4	1	0	1	2	3	2	3	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	0	1	3	0	0	1	1	0	0	0	1	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	10	2	0	0	1	0	1	5	8	12	16	6	16	17	10	19	0	2	4	1	2	0	4	0	0	0	1	0	0	2	0	0	0	0	1	0	2	0	3	3	1	0	1	2	0	5	1	0	1	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	0	6	0	1	12	11	16	5	7	11	15	9	15	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_1271	1	0	1	0	1	1	1	1	1	0	42	3	4	141	11	18	11	11	1	0	3	1	0	0	1	0	0	0	1	6	0	2	0	0	1	1	1	0	2	2	0	0	0	0	2	2	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	8	0	3	22	8	3	5	5	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1272	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1	0	0	0	2	0	3	0	9	5	7	10	13	9	5	5	7	5	4	13	8	8	10	10	4	1	9	5	2	1	8	6	8	2	7	2	6	13	6	5	12	7	6	8	1	5	2	3	5	5	2	2	6	0	1	4	0	1	3	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	8	8	4	4	7	6	4	4	0	3	8	3	7	6	5	10	4	7	4	6	6	7	3	6	1	2	1	7	4	2	5	6	3	1	1	0	0	0	1	1	0	1	1	1	0	2	3	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12728	273	199	182	227	272	191	226	42	152	6	4	2	7	2	3	1	9	6	8	8	3	7	1	4	9	8	11	8	3	5	3	5	15	9	8	13	5	5	8	6	2	5	3	3	9	19	11	5	3	3	5	4	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	107	52	22	109	66	52	99	100	83	2	0	1	1	0	4	0	0	2	2	2	0	3	0	1	1	2	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1273	10	19	14	28	13	23	23	17	11	0	0	2	0	2	0	0	3	0	33	24	27	24	35	27	28	13	27	12	10	7	5	10	4	8	8	8	7	10	10	10	7	5	6	5	6	17	16	13	12	11	6	13	9	17	6	8	9	17	8	5	16	6	14	26	13	12	23	10	23	11	22	18	14	16	18	10	11	10	14	13	8	10	5	12	12	1	8	5	7	1	45	42	28	31	18	32	37	23	35	37	41	18	7	22	8	6	7	6	83	64	67	55	85	75	90	63	61	11	9	4	11	12	6	13	5	6	2	7	11	14	3	8	5	1	6	2	3	1	0	0	1	0	0	1	3	4	5	7	5	4	7	6	4	2	3	3	1	0	0	0	0	0	6	0	0	1	4	4	3	4	1	3	2	2	4	2	0	7	3	4	0	2	1	0	0	0	0	0	3	1	1	0	1	2	9	2	2	2	0	1	1	6	1	0	1	3	2	0	1	2	1	4	0	1	0	1	1	1	2	0	4	4	1	1	9	7	9	17	10	8	10	17	21	23	18	4	4	2	2	4	2	0	10	9	19	14	10	9	17	5	1	3	7	2	4	2	3	3	4	4	2	4	2	8	2	4	6
OTU_1274	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	26	10	12	26	12	14	26	19	26	1	0	0	0	2	3	0	3	0	0	0	0	0	2	1	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	32	21	13	3	8	5	7	2	13	1	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	12	9	15	3	0	0	2	1	5	0	0	2	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	14	5	1	7	2	8	4	3	2	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	8	16	6	6	10	5	6	6	28	9	7	1	2	1	1	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	8	6	7	1	8	7	2	1	4	5	5	4	1	1	2	0	0	1
